#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_ZE_22702;Your friend, [target_unlanded_friend.GetTitledFirstName], does not stand to inherit any land of [target_unlanded_friend.GetHerHis] own. You have always considered [target_unlanded_friend.GetHerHim] a [GetRootFromCompliment], and as such it would be a shame to see [target_unlanded_friend.GetHerHim] fade into irrelevance. If you were to offer [target_unlanded_friend.GetHerHim] the [target_friend_land.GetFullName] it would not only bring your friend closer, but you would also gain a vassal your entire family could trust!;Votre ami[target_unlanded_friend.GetNoneE], [target_unlanded_friend.GetTitledFirstName], n'est pas en position d'hériter de quelque territoire que ce soit. Vous avez toujours pensé qu'en sa qualité de [GetRootFromComplimentNounAdj], [From.GetIlElle] se devait d'avoir un rôle important. Si vous lui offriez le territoire [target_friend_land.GetFullName], non seulement votre amitié en serait renforcée, mais vous gagneriez également un vassal auquel votre famille pourrait faire confiance !;[target_unlanded_friend.GetTitledFirstName] ist mit Euch befreundet und hat keine Aussichten auf eigene Ländereien. Da Ihr [target_unlanded_friend.GetTitledFirstName] sehr schätzt, wollt Ihr verhindern, dass [target_unlanded_friend.GetSheHe] in Vergessenheit gerät. Wenn Ihr [target_unlanded_friend.GetTitledFirstName] [target_friend_land.GetFullName] überschreiben würdet, würde dies die Distanz zwischen Euch beiden verringern, und Ihr hättet einen weiteren Vasallen, dem Eure gesamte Familie vertrauen könnte!;;Tu amigo [target_unlanded_friend.GetTitledFirstName], no tiene la posibilidad de heredar ninguna tierra para [target_unlanded_friend.GetHerHis]s propiedad. Siempre has considerado [target_unlanded_friend.GetHerHim] un/a [GetRootFromCompliment], y como tal sería una pena ver[target_unlanded_friend.GetHerHim] desaparecer en la irrelevancia. Si [target_unlanded_friend.GetHerHim] ofreces [target_friend_land.GetFullName] no sólo te uniría más a tu amigo, ¡sino que también ganarías un vasallo en el que podría confiar toda tu familia!;;;;;;;;;x
EVTOPTA_ZE_22702;I shall offer [target_unlanded_friend.GetHerHim] land!;Je vais lui offrir des terres !;Ich werde [target_unlanded_friend.GetFirstName] Ländereien anbieten!;;¡Puedo ofrecer[target_unlanded_friend.GetHerHim] tierra!;;;;;;;;;x
EVTOPTB_ZE_22702;Alas, [target_unlanded_friend.GetFirstName] was never meant to rule...;Malheureusement, la destinée de [target_unlanded_friend.GetFirstName] n'a jamais été de régner...;Nun, [target_unlanded_friend.GetFirstName] war nie dazu bestimmt, zu herrschen ...;;Por desgracia, [target_unlanded_friend.GetFirstName] nunca estuvo hecho para gobernar...;;;;;;;;;x
indebted_to_family_tooltip;§Y[target_unlanded_friend.GetFirstName]'s§! opinion of all your §YDynasty Members§! changes by §G50§! §Y(Loyal Servant)§!\n;L'opinion de §Y[target_unlanded_friend.GetFirstName]§! sur les §Ymembres de votre dynastie§! change de §G50§! §Y(Serviteur loyal)§!\n;Die Meinung von §Y[target_unlanded_friend.GetFirstName]§! gegenüber all Euren §YDynastiemitgliedern§! ändert sich um §G50§! §Y(Loyaler Diener)§!\n;;§YOpinón sobre [target_unlanded_friend.GetFirstName]§! sobre todos los §YMiembros de la dinastía§! cambia en §G50§! §Y(Fiel sirviente)§!\n;;;;;;;;;x
INFAMY;§YThreat§!;§YMenace§!;§YBedrohung§!;;§YAmenaza§!;;;;;;;;;x
INFAMY_DESC;§YThreat§! is a measure of how feared a Realm is. The higher this value is, the more likely nearby rulers might form a §YDefensive Pact§! to hinder further expansion. §YThreat§! increases when a Realm expands too quickly - the larger the Realm already is, the more §YThreat§! it will get. §YThreat§! decreases when a Realm shrinks, and it also decays over time. The stronger the realm is, the slower the decay will be.;La §Ymenace§! indique à quel point un royaume est craint. Plus cette valeur est élevée, plus les souverains à proximité risqueront de former un §Ypacte défensif§! pour empêcher le royaume de s'étendre davantage. La §Ymenace§! augmente lorsqu'un royaume s'étend trop rapidement. Plus grand est le royaume, plus il obtiendra de §Ymenace§!. La §Ymenace§! diminue lorsque la taille d'un royaume diminue, ou simplement avec le temps. Plus le royaume est puissant, plus la menace mettra du temps à diminuer.;§YBedrohung§! beschreibt, wie gefürchtet ein Reich ist. Je höher dieser Wert, desto wahrscheinlicher ist es, dass benachbarte Herrscher einen §YVerteidigungspakt§! zur Eindämmung bilden. §YBedrohung§! steigt an, wenn ein Reich zu schnell expandiert. Je größer das Reich, desto höher der §YBedrohungs§!-Zuwachs. §YBedrohung§! wird mit der Zeit abgebaut und verringert sich ebenfalls, wenn ein Reich schrumpft. Je stärker ein Reich ist, desto langsamer ist dieser Abbau.;;§YAmenaza§! es la medida de cuán temido es un reino. Cuanto más alto es este valor, más posible que los gobernantes vecinos formen un §YPacto Defensivo§! para impedir una mayor expansión. §YAmenaza§! aumenta cuando un reino se expande demasiado rápido - cuanto más grande sea ya, más §YAmenaza§! conseguirá. §YAmenaza§! disminuye cuando el reino se reduce, y también decae con el tiempo. Cuanto más fuerte sea el reino, más lenta será la caída.;;;;;;;;;x
INTERACTION_CANT_DOW_IN_COALITION;Is not fighting as part of a Defensive Pact;Ne participe pas à un conflit résultant d'un pacte défensif;Kämpft nicht als Mitglied eines Verteidigungspakts;;No está luchando como parte de un Pacto Defensivo;;;;;;;;;x
INTERACTION_CANT_LEAVE_COALITION_AT_WAR;Is not part of a Defensive Pact war opposing §Y[Recipient.GetTitledFirstName]§!;Ne fait pas partie d'un pacte défensif s'opposant à §Y[Recipient.GetTitledFirstName]§!;Ist nicht Teil eines Verteidigungspaktkriegs gegen §Y[Recipient.GetTitledFirstName]§!;;No es parte de un Pacto Defensivo guerra contra §Y[Recipient.GetTitledFirstName]§!;;;;;;;;;x
MAPMODE_COALITIONS;§YDefensive Pacts§!;§YPactes défensifs§!;§YVerteidigungspakte§!;;§YPactos Defensivos§!;;;;;;;;;x
MAPMODE_COALITIONS_DESC;This map mode shows any Defensive Pacts formed opposing the selected Realm.;Ce mode de carte affiche tous les pactes défensifs formés pour s'opposer au royaume sélectionné.;Dieser Kartenmodus zeigt alle Verteidigungspakte, die sich gegen das gewählte Reich richten.;;Este modo mapa muestra todos los pactos defensivos formados contra el Reino seleccionado.;;;;;;;;;x
COALITION_TARGET;A Defensive Pact has been formed opposing this Realm;Un pacte défensif a été formé pour s'opposer à ce pays;Gegen dieses Reich wurde ein Verteidigungspakt gebildet.;;Se ha formado un Pacto Defensivo contra este Reino;;;;;;;;;x
VALID_COALITION_TARGET;Is Threatening enough to form a Defensive Pact against;Constitue une menace suffisante pour la formation d'un pacte défensif;Ist bedrohlich genug, um die Bildung eines Verteidigungspakts zu rechtfertigen.;;Es lo suficientemente Amenazante para formar un Pacto Defensivo en su contra;;;;;;;;;x
COALITION_TARGETS;In a Defensive Pact opposing $TARGETS|Y$;Membre d'un pacte défensif s'opposant à $TARGETS|Y$;Mitglied eines Verteidigungspakts gegen $TARGETS|Y$.;;En un Pacto Defensivo contra $TARGETS|Y$;;;;;;;;;x
PACTS_TAB_DRO;Pacts such as Alliances, Non-aggression Pacts, and Defensive Pacts are shown here.;Les pactes d'alliance, de non-agression ou défensifs sont affichés ici.;Pakte, z. B. Bündnisse, Nichtangriffspakte und Verteidigungspakte, werden hier angezeigt.;;Pactos como alianzas, pactos de no agresión y pactos defensivos se muestran aquí.;;;;;;;;;x
REMOVE_ACTOR_FROM_COALITION;This will remove me from the Defensive Pact opposing §Y[Recipient.GetTitledFirstName]§!.;Je quitterai le pacte défensif contre §Y[Recipient.GetTitledFirstName]§!.;Dadurch bin ich vom Verteidigungspakt gegen §Y[Recipient.GetTitledFirstName]§! ausgeschlossen.;;Esto me sacará el Pacto Defensivo contra §Y[Recipient.GetTitledFirstName]§!.;;;;;;;;;x
REMOVE_RECIPIENT_FROM_COALITION;This will remove §Y[Recipient.GetTitledFirstName]§! from the Defensive Pact opposing me.;§Y[Recipient.GetTitledFirstName]§! quittera le pacte défensif contre moi.;Dadurch ist §Y[Recipient.GetTitledFirstName]§! vom Verteidigungspakt gegen mich ausgeschlossen.;;Esto sacará a §Y[Recipient.GetTitledFirstName]§! del Pacto Defensivo contra mí.;;;;;;;;;x
JOINED_WAR_DEFENSIVE_COALITION_SETUP;Joined Defensive Pact War;A rejoint la guerre de pacte défensif;Eintritt in den Verteidigungspaktkrieg;;Se unió a la guerra del Pacto Defensivo;;;;;;;;;x
JOINED_WAR_DEFENSIVE_COALITION_LOG;$ALLY|Y$ has accepted a call to arms from $CALLER|Y$ opposing $TARGET|Y$. Due to a Defensive Pact, $ALLY|Y$ had no other choice.;$ALLY|Y$ a accepté l'appel aux armes de $CALLER|Y$ contre $TARGET|Y$. En raison de son appartenance à un pacte défensif, $ALLY|Y$ n'avait pas d'autre choix.;$ALLY|Y$ ist dem Ruf zu den Waffen von $CALLER|Y$ gegen $TARGET|Y$ gefolgt. Aufgrund eines Verteidigungspakts hatte $ALLY|Y$ keine andere Wahl.;;$ALLY|Y$ ha aceptado una llamada a las armas de $CALLER|Y$ en oposición $TARGET|Y$. Debido a un Pacto Defensivo, $ALLY|Y$ no tuvo otra opción.;;;;;;;;;x
START_COALITION;Form Defensive Pact Against;Former un pacte défensif contre;Verteidigungspakt bilden;;Forma de Pacto Defensivo contra;;;;;;;;;x
LEAVE_COALITION;Leave Defensive Pact;Quitter un pacte défensif;Verteidigungspakt verlassen;;Dejar Pacto Defensivo;;;;;;;;;x
JOIN_COALITION;Join Existing Defensive Pact;Rejoindre un pacte défensif existant;Verteidigungspakt beitreten;;Unirse a Pacto Defensivo existente;;;;;;;;;x
START_COALITION_LONG_DESC;A Defensive Pact is a group of characters uniting opposing a common enemy who has grown too big and become too much of a threat. If the target of the Defensive Pact attacks any member of the Pact, the members will unite in a war to stop their common enemy.;Un pacte défensif est constitué de plusieurs personnages unis face à un ennemi commun trop puissant et menaçant. Si la cible du pacte défensif attaque un membre quelconque de celui-ci, les membres partiront en guerre ensemble pour arrêter l'ennemi commun.;Ein Verteidigungspakt ist eine Gruppe von Charakteren, die sich gegen einen gemeinsamen Gegner verbünden, der zu mächtig geworden ist und eine zu große Bedrohung darstellt. Wenn das Ziel eines Verteidigungspakts ein beliebiges Mitglied des Pakts angreift, führen die Mitglieder zusammen Krieg gegen den gemeinsamen Gegner.;;Un Pacto Defensivo es un grupo de personajes que se unen contra un enemigo común que ha crecido demasiado y se ha convertido en una amenaza demasiado grande. Si el objetivo de un Pacto Defensivo ataca a cualquier miembro del Pacto, los miembros se unen en una guerra para detener a su enemigo común.;;;;;;;;;x
start_coalition_opposing;Do you want to start a Defensive Pact opposing $TARGET|Y$?;Voulez-vous former un pacte défensif contre $TARGET|Y$ ?;Möchtet Ihr einen Verteidigungspakt gegen $TARGET|Y$ bilden?;;¿Quieres iniciar un Pacto Defensivo contra $TARGET|Y$?;;;;;;;;;x
leave_coalition_opposing;Do you want to leave the Defensive Pact opposing $TARGET|Y$?;Voulez-vous quitter un pacte défensif contre $TARGET|Y$ ?;Möchtet Ihr den Verteidigungspakt gegen $TARGET|Y$ verlassen?;;¿Quieres dejar el Pacto Defensivo contra $TARGET|Y$?;;;;;;;;;x
join_coalition_opposing;Do you want to join the existing Defensive Pact opposing $TARGET|Y$?;Voulez-vous rejoindre un pacte défensif existant contre $TARGET|Y$ ?;Möchtet Ihr dem bestehenden Verteidigungspakt gegen $TARGET|Y$ beitreten?;;¿Quieres unirte al Pacto Defensivo existente contra $TARGET|Y$?;;;;;;;;;x
coalition_title;Defensive Pact opposing $TARGET$;Pacte défensif contre $TARGET$;Verteidigungspakt gegen $TARGET$;;Pacto Defensivo contra $TARGET$;;;;;;;;;x
RELATION_COALITION_TARGET;$TARGET|Y$ is opposed by a Defensive Pact that $MEMBER|Y$ is a member of.;$TARGET$ est la cible d'un pacte défensif auquel $MEMBER$ appartient.;$TARGET|Y$ ist das Ziel eines Verteidigungspakts, bei dem $MEMBER|Y$ Mitglied ist.;;$TARGET$ tiene en contra un Pacto Defensivo del que $MEMBER$ es miembro.;;;;;;;;;x
RELATION_COALITION_MEMBER;$MEMBER|Y$ is a member of a Defensive Pact opposing $TARGET|Y$;$MEMBER$ fait partie d'un pacte défensif contre $TARGET$;$MEMBER|Y$ ist Mitglied eines Verteidigungspakts gegen $TARGET|Y$;;$MEMBER$ es miembro de un Pacto Defensivo contra $TARGET$;;;;;;;;;x
COALITION_STARTED_SETUP;Defensive Pact Formed;Pacte défensif formé;Verteidigungspakt gebildet;;Pacto Defensivo formado;;;;;;;;;x
COALITION_STARTED_LOG;$MEMBER|Y$ formed a Defensive Pact opposing $TARGET|Y$;$MEMBER$ a formé un pacte défensif contre $TARGET$;$MEMBER|Y$ hat einen Verteidigungspakt gegen $TARGET|Y$ gebildet;;$MEMBER$ formó un Pacto Defensivo contra $TARGET$;;;;;;;;;x
COALITION_JOINED_SETUP;Joined Defensive Pact;Pacte défensif rejoint;Verteidigungspakt beigetreten;;Se unió a Pacto Defensivo;;;;;;;;;x
COALITION_JOINED_LOG;§Y$MEMBER$§! joined the existing Defensive Pact opposing §Y$TARGET$§!;$MEMBER$ a rejoint le pacte défensif s'opposant à $TARGET$;$MEMBER$ ist dem bestehenden Verteidigungspakt gegen $TARGET$ beigetreten;;$MEMBER$ se unió al Pacto Defensivo existente contra $TARGET$;;;;;;;;;x
COALITION_LEFT_SETUP;Left Defensive Pact;Pacte défensif quitté;Verteidigungspakt verlassen;;Pacto Defensivo abandonado;;;;;;;;;x
COALITION_LEFT_LOG;§Y$MEMBER$§! left the Defensive Pact opposing §Y$TARGET$§!;$MEMBER$ a quitté le pacte défensif formé pour s'opposer à $TARGET$;$MEMBER$ hat den Verteidigungspakt gegen $TARGET$ verlassen;;$MEMBER$ dejó el Pacto Defensivo contra $TARGET$;;;;;;;;;x
COALITION_DISSOLVED_SETUP;Defensive Pact Disbanded;Pacte défensif dissous;Verteidigungspakt aufgelöst;;Pacto Defensivo disuelto;;;;;;;;;x
COALITION_DISSOLVED_LOG;The Defensive Pact opposing §Y$TARGET$§! has been disbanded.;Le pacte défensif formé pour s'opposer à $TARGET$ a été dissous.;Der Verteidigungspakt gegen $TARGET$ wurde aufgelöst.;;El Pacto Defensivo contra $TARGET$ ha sido disuelto.;;;;;;;;;x
GAME_SETUP_COALITION_TARGET_ICON;Is the target of a Defensive Pact with $NUM_MEMBERS|Y$ members in it.;Est la cible d'un pacte défensif composé de $NUM_MEMBERS|Y$ membres.;Ist das Ziel eines Verteidigungspakts mit $NUM_MEMBERS|Y$ Mitgliedern.;;Es el objetivo de un Pacto Defensivo con $NUM_MEMBERS|Y$ miembros en él.;;;;;;;;;x
GAME_SETUP_COALITION_MEMBER_ICON;Is in a Defensive Pact opposing $TARGET|Y$ together with $NUM_MEMBERS|Y$ other members.;Est dans un pacte défensif formé pour s'opposer à $TARGETS|Y$ avec $NUM_MEMBERS|Y$ autre(s) membre(s).;Ist Mitglied eines Verteidigungspakts gegen $TARGET|Y$, zusammen mit $NUM_MEMBERS|Y$ anderen Mitgliedern.;;Está en un Pacto Defensivo contra $TARGET|Y$ junto con $NUM_MEMBERS|Y$ otros miembros.;;;;;;;;;x
BADBOY_EFFECT;$DIRECTION$ $VALUE$ Threat.\n;$DIRECTION$ $VALUE$ de menace.\n;$DIRECTION$ $VALUE$ Bedrohung.\n;;$DIRECTION$ $VALUE$ Amenaza.\n;;;;;;;;;x
TRANSFER_INFAMY;Threat from $SOURCE$;Menace de $SOURCE$;Bedrohung durch $SOURCE$;;Amenaza desde  $SOURCE$;;;;;;;;;x
INFAMY_NON_RULER_DESC;Cannot gain Threat since $CHARACTER|Y$ is not a ruler.;Gain de menace impossible car $CHARACTER|Y$ n'est pas un souverain.;Kann keine Bedrohung erhalten, da $CHARACTER|Y$ kein Herrscher ist.;;No puede ganar Amenaza ya que $CHARACTER|$Y no es un gobernante.;;;;;;;;;x
alert_high_infamy_instant;§YYou are Threatening!§!;§YVous êtes une menace !§!;§YIhr seid bedrohlich!§!;;§YEstás Amenazando!§!;;;;;;;;;x
RELEASE_VASSAL_INTERACTION_0;Grant Independence to §Y[Recipient.GetTitledFirstName]§W. [Recipient.GetSubjectPronounCap] will be duly grateful (§G+$OPINION$§! Opinion, §G$INFAMY$%§! Threat).;Accorder l'indépendance à §Y[Recipient.GetTitledFirstName]§!. [Recipient.GetIlElleCap] vous en saura gré (Opinion §G+$OPINION$§!, Menace §G$INFAMY$%§!).;Gewährt §Y[Recipient.GetTitledFirstName]§W Unabhängigkeit. [Recipient.GetSubjectPronounCap] wird gebührend dankbar sein. (§G+$OPINION$§! Meinung, §G$INFAMY$%§! Bedrohung);;Conceder la independencia a §Y[Recipient.GetTitledFirstName]§W. [Recipient.GetSubjectPronounCap] estará muy agradecido (§G+$OPINION$§! Opinión,  §G$INFAMY$%§! Amenaza).;;;;;;;;;x
GRANT_LANDED_TITLE_INTERACTION_6;Grant the §Y[ThirdPartyTitle.GetFullName]§W and all titles under it to §Y[Recipient.GetTitledFirstName]§W, increasing [Recipient.GetPossPronoun] opinion of you by §G$OPINION$§! and lowering your Threat by §G$INFAMY$%§!.;Octroie §Y[ThirdPartyTitle.GetFullName]§! et tous les titres inférieurs à §Y[Recipient.GetTitledFirstName]§!, augmentant son opinion envers vous de §G$OPINION$§! et réduisant votre menace de §G$INFAMY$%§!.;§Y[ThirdPartyTitle.GetFullName]§W und alle damit verbundenen Titel werden §Y[Recipient.GetTitledFirstName]§W gewährt, sodass sich [Recipient.GetPossPronoun]e Meinung von Euch um §G$OPINION$§! verbessert und Eure Bedrohung um §G$INFAMY$%§! sinkt.;; Conceder a §Y[ThirdPartyTitle.GetFullName]§W y todos los títulos bajo él §Y[Recipient.GetTitledFirstName]§W, aumentando [Recipient.GetPossPronoun] opinión sobre ti en §G$OPINION$§! y bajando tu Amenaza en §G$INFAMY$%§!.;;;;;;;;;x
GRANT_LANDED_TITLE_INTERACTION_1;Grant the §Y[ThirdPartyTitle.GetFullName]§W to §Y[Recipient.GetTitledFirstName]§W, increasing [Recipient.GetPossPronoun] opinion of you by §G$OPINION$§! and lowering your threat by §G$INFAMY$%§!.;Octroie §Y[ThirdPartyTitle.GetFullName]§! à §Y[Recipient.GetTitledFirstName]§!, augmentant son opinion envers vous de §G$OPINION$§! et réduisant votre menace de §G$INFAMY$%§!.;Die §Y[ThirdPartyTitle.GetFullName]§W wird §Y[Recipient.GetTitledFirstName]§W gewährt, sodass sich [Recipient.GetPossPronoun]e Meinung von Euch um §G$OPINION$§! verbessert und Eure Bedrohung um §G$INFAMY$%§! sinkt.;;Conceder §Y[ThirdPartyTitle.GetFullName]§W a §Y[Recipient.GetTitledFirstName]§W, aumentando [Recipient.GetPossPronoun] opinión sobre ti en §G$OPINION$§! y bajando tu Amenaza en §G$INFAMY$%§!.;;;;;;;;;x
